name,address,city,state,zipcode,phone,hours,email,website,store_front,age_range,deliver,lat,lng,county
"L.L.M.D-We Carry~Fullerton Farmily,OMG,THCC ,DFO,Round Port,LINDO,CHWG,& Specialty Farms Medications",,Laguna Woods,CA,92651,9496986287,Monday - Sunday (8:00 A.M. to 11:00 P.M.),freeride@weedeliverfree.org,http://www.lagunalocalmd.org,,Yes,"Laguna Local Medication Delivery (L.L.M.D.)                        
                        (*Dial 949) Delivery:(949)698-6287                        
                        Yes",33.6103009,-117.7253305,Orange
Medical-Marijuana.com - DELIVERY throughout CA,,Anaheim,CA,92805,7144884610,8am-8pm or Online 24/7,info@medical-marijuana.com,http://www.medical-marijuana.com/,,,Yes,33.8276052,-117.9073244,Orange
Golden Angels Seniors' Collective,,Laguna Niguel,CA,92677,9493703638,Call,goldenangelssc@gmail.com,http://www.seniorscollective.org,,,Yes,33.5225261,-117.7075526,Orange
Tri-County Patient Collective (888) Danks-2U - SOC Fast Delivery,,Dana Point,CA,92629,8883265728,7 DAYS A WEEK 10AM TO 10PM,TCPC@XXXBLACKOUTXXXPRODUCTIONS.COM,HTTP://MYSPACE.COM/TCPCMED or DANKS2U.com,,,Yes,33.4605836,-117.7150526,Orange
OC Wilbur's,22151 Verdugo Dr,Laguna Hills,CA,92653,9492973997,Open at 10:30  Close at-7:30 MON-SAT CLOSED ALL DAY SUNDAY,ocwilbur@gmail.com,,Yes,,,33.6266953,-117.7291668,Orange
CARE MUTUAL,26730 Towne Centre Dr,Foothill Ranch,CA,92610,9492154467,10am to 9pm,,,Yes,,,33.673694,-117.662759,Orange
The Health Collective,24602 Raymond Way,Lake Forest,CA,92630,9493557841,m-s 9am-9pm sun 10-9,,,Yes,,,33.6220045,-117.7017137,Orange
Health & Wellness Center of Lake Forest,23072 Lake Center Dr,Lake Forest,CA,92630,9498591158,Call,,,,,,33.6274439,-117.716565,Orange
Lake Forest Wellness Center and Collective,24602 Raymond Way,Lake Forest,CA,92630,9494583663,9am-9pm,lfwcc@hotmail.com,,,,,33.6220045,-117.7017137,Orange
INDEPENDENT COLLECTIVE OF ORANGE COUNTY (ICOC),24602 Raymond Way,Lake Forest,CA,92630,9498554420,"10-8 Mon - Sat, 11-7 Sun",jacks209@yahoo.com,,Yes,Yes,,33.6220045,-117.7017137,Orange
Lake Forest Community Collective,24602 Raymond Way,Lake Forest,CA,92630,9496907048,Monday-Saturday 11-9 Sunday 11-6,lakeforestcc@gmail.com,,Yes,Yes,,33.6220045,-117.7017137,Orange
"BCC of CA, a Non-Profit Patients Cooperative",23322 Peralta Dr,Laguna Hills,CA,92653,9497162649,Currently Closed,info@bcc420.occoxmail,,,,,33.623137,-117.723617,Orange
HUGS Collective,,Laguna Niguel,CA,92677,8774204847,10am-10pm,info@hugsdelivered.org,http://www.hugsdelivered.org/menu,,,Yes,33.5225261,-117.7075526,Orange
"L.L.M.D-We Carry~Fullerton Farmily,OMG,THCC ,DFO,Round Port,LINDO,CHWG,& Specialty Farms Medications",,Laguna Woods,CA,92651,9496986287,Monday - Sunday (8:00 A.M. to 11:00 P.M.),freeride@weedeliverfree.org,http://www.lagunalocalmd.org,,Yes,"Laguna Local Medication Delivery (L.L.M.D.)                        
                        (*Dial 949) Delivery:(949)698-6287                        
                        Yes",33.6103009,-117.7253305,Orange
Medical-Marijuana.com - DELIVERY throughout CA,,Anaheim,CA,92805,7144884610,8am-8pm or Online 24/7,info@medical-marijuana.com,http://www.medical-marijuana.com/,,,Yes,33.8276052,-117.9073244,Orange
Golden Angels Seniors' Collective,,Laguna Niguel,CA,92677,9493703638,Call,goldenangelssc@gmail.com,http://www.seniorscollective.org,,,Yes,33.5225261,-117.7075526,Orange
Tri-County Patient Collective (888) Danks-2U - SOC Fast Delivery,,Dana Point,CA,92629,8883265728,7 DAYS A WEEK 10AM TO 10PM,TCPC@XXXBLACKOUTXXXPRODUCTIONS.COM,HTTP://MYSPACE.COM/TCPCMED or DANKS2U.com,,,Yes,33.4605836,-117.7150526,Orange
OC Wilbur's,22151 Verdugo Dr,Laguna Hills,CA,92653,9492973997,Open at 10:30  Close at-7:30 MON-SAT CLOSED ALL DAY SUNDAY,ocwilbur@gmail.com,,Yes,,,33.6266953,-117.7291668,Orange
CARE MUTUAL,26730 Towne Centre Dr,Foothill Ranch,CA,92610,9492154467,10am to 9pm,,,Yes,,,33.673694,-117.662759,Orange
The Health Collective,24602 Raymond Way,Lake Forest,CA,92630,9493557841,m-s 9am-9pm sun 10-9,,,Yes,,,33.6220045,-117.7017137,Orange
Health & Wellness Center of Lake Forest,23072 Lake Center Dr,Lake Forest,CA,92630,9498591158,Call,,,,,,33.6274439,-117.716565,Orange
Lake Forest Wellness Center and Collective,24602 Raymond Way,Lake Forest,CA,92630,9494583663,9am-9pm,lfwcc@hotmail.com,,,,,33.6220045,-117.7017137,Orange
CALICCG Discretion is our profession! 714.272.4585,,Irvine,CA,92606,7142724585,10am to ?   FREE DELIVERY,donations@caliccg.com,http://www.caliccg.com,,,Yes,33.6978447,-117.8164888,Orange
THE HEALING CENTER,17165 Von Karman Ave,Irvine,CA,92606,9497519106,12-8 Every day!,Bigvbaby27@gmail.com,,Yes,Yes,,33.6912052,-117.8406013,Orange
Trinity Holistic Center,,Irvine,CA,92618,9497936074,Mon-Fri 10AM-8PM Sat 10AM-7PM Sun Closed,trinityholisticcenter@gmail.com,http://trinityholisticcenter.com,,,Yes,33.6709332,-117.7256083,Orange
SOCCA - You will not find this high of a quality med for such a low donation anywhere,71 Fortune Rd,Irvine,CA,92618,8663213459,Open 7 Days A week,Info@bestmeds.org,http://bestmeds.org/,,,,33.651262,-117.746723,Orange
Compassionate Solutions Cooperative - S. OC FREE PROFESSIONAL DELIVERY SERVICE. 100% organic,,Irvine,CA,92618,8775509333,10am - 9pm 7 days a week,staff@cs-coop.org,http://cs-coop.org,,Yes,Yes,33.6709332,-117.7256083,Orange
215DELIVERIES.COM - Orange County,,Irvine,CA,92618,7142924202,"10am-10pm, 7 Days a Week",215deliveries@gmail.com,http://www.215deliveries.com/,,,"215Deliveries.com - Orange County                        
                        Yes",33.6709332,-117.7256083,Orange
Rite Greens- Now open at 7:00 AM! *First time patients get a free gram plus spin the prize wheel!*,1801 E Edinger Ave,Santa Ana,CA,92705,7145587167,7am-9pm Mon-Sun.,ritegreens@att.net,http://www.ritegreens.com,Yes,Yes,,33.727298,-117.842319,Orange
INDEPENDENT COLLECTIVE OF ORANGE COUNTY (ICOC),24602 Raymond Way,Lake Forest,CA,92630,9498554420,"10-8 Mon - Sat, 11-7 Sun",jacks209@yahoo.com,,Yes,Yes,,33.6220045,-117.7017137,Orange
Lake Forest Community Collective,24602 Raymond Way,Lake Forest,CA,92630,9496907048,Monday-Saturday 11-9 Sunday 11-6,lakeforestcc@gmail.com,,Yes,Yes,,33.6220045,-117.7017137,Orange
"BCC of CA, a Non-Profit Patients Cooperative",23322 Peralta Dr,Laguna Hills,CA,92653,9497162649,Currently Closed,info@bcc420.occoxmail,,,,,33.623137,-117.723617,Orange
HUGS Collective,,Laguna Niguel,CA,92677,8774204847,10am-10pm,info@hugsdelivered.org,http://www.hugsdelivered.org/menu,,,Yes,33.5225261,-117.7075526,Orange
"L.L.M.D-We Carry~Fullerton Farmily,OMG,THCC ,DFO,Round Port,LINDO,CHWG,& Specialty Farms Medications",,Laguna Woods,CA,92651,9496986287,Monday - Sunday (8:00 A.M. to 11:00 P.M.),freeride@weedeliverfree.org,http://www.lagunalocalmd.org,,Yes,"Laguna Local Medication Delivery (L.L.M.D.)                        
                        (*Dial 949) Delivery:(949)698-6287                        
                        Yes",33.6103009,-117.7253305,Orange
Medical-Marijuana.com - DELIVERY throughout CA,,Anaheim,CA,92805,7144884610,8am-8pm or Online 24/7,info@medical-marijuana.com,http://www.medical-marijuana.com/,,,Yes,33.8276052,-117.9073244,Orange
Golden Angels Seniors' Collective,,Laguna Niguel,CA,92677,9493703638,Call,goldenangelssc@gmail.com,http://www.seniorscollective.org,,,Yes,33.5225261,-117.7075526,Orange
OC Wilbur's,22151 Verdugo Dr,Laguna Hills,CA,92653,9492973997,Open at 10:30  Close at-7:30 MON-SAT CLOSED ALL DAY SUNDAY,ocwilbur@gmail.com,,Yes,,,33.6266953,-117.7291668,Orange
CARE MUTUAL,26730 Towne Centre Dr,Foothill Ranch,CA,92610,9492154467,10am to 9pm,,,Yes,,,33.673694,-117.662759,Orange
The Health Collective,24602 Raymond Way,Lake Forest,CA,92630,9493557841,m-s 9am-9pm sun 10-9,,,Yes,,,33.6220045,-117.7017137,Orange
Health & Wellness Center of Lake Forest,23072 Lake Center Dr,Lake Forest,CA,92630,9498591158,Call,,,,,,33.6274439,-117.716565,Orange
Lake Forest Wellness Center and Collective,24602 Raymond Way,Lake Forest,CA,92630,9494583663,9am-9pm,lfwcc@hotmail.com,,,,,33.6220045,-117.7017137,Orange
Beach Cities Collective Capo Beach,26841 Calle Hermosa,Capistrano Beach,CA,92624,9494815046,mon-sat 10:00am-7:00pm closed Sunday,beachcitiescollective@gmail.com,,Yes,,,33.4543455,-117.6614345,Orange
Holistic Health Collective - Dana Point,24582 Del Prado,Dana Point,CA,92629,9495427722,10:00AM-7:00PM Mon. - Sat. Sunday 12:00 - 5:00,garrisonwilliams@cox.net,,Yes,,Yes,33.465207,-117.700851,Orange
Newport Mesa Patients Association,779 W 19th St,Costa Mesa,CA,92627,9498918289,10:00 am to 9:00 pm,newportmesapa@gmail.com,,Yes,Yes,Yes,33.64285,-117.931038,Orange
MedMar Patient Care Collective (MPCC),440 Fair Dr,Costa Mesa,CA,92626,7142419900,Mon-Fri  10am - 9pm  Sat/Sun 11am-8pm,medmarcollectivemain@gmail.com,http://www.medmarcares.com,Yes,,Yes,33.664237,-117.918135,Orange
Bulzi Rx Cooperative - New Location Coming Soon,3050 Bristol St,Costa Mesa,CA,92626,9494593770,COMING SOON!,bulzirx@gmail.com,http://www.bulzirx.com,Yes,Yes,Yes,33.683138,-117.884504,Orange
CMPA (Costa Mesa Patients Association),1755 Orange Ave,Costa Mesa,CA,92627,9496458382,Mon-Sat: 11am-8pm Sun:11am-5pm,join@costamesapatientsassociation.com,http://costamesapatientsassociation.com/,Yes,,,33.6369415,-117.9173785,Orange
Tri-County PCA,1812 Newport Blvd,Costa Mesa,CA,92627,9493105791,12pm to 10pm,endofthe55collective@gmail.com,,,,,33.640714,-117.918494,Orange
Dakini Collective,,Costa Mesa,CA,92627,7144210679,10am-10pm,info@dakinicollective.com,http://dakinicollective.com/,,,Yes,33.6496252,-117.9190418,Orange
Rite Greens- Now open at 7:00 AM! *First time patients get a free gram plus spin the prize wheel!*,1801 E Edinger Ave,Santa Ana,CA,92705,7145587167,7am-9pm Mon-Sun,ritegreens@att.net,http://www.ritegreens.com,Yes,,,33.727298,-117.842319,Orange
American Collective: Newport Beach / Costa Mesa Local's Choice Delivery Service,,Costa Mesa,CA,92627,7146002894,1 PM -10 PM  7 DAYS,,http://americancollective.com,,Yes,Yes,33.6496252,-117.9190418,Orange
GREEN BLOSSOM - DELIVERIES - ORANGE COUNTY - HUNTINGTON  - COSTA MESA -  WESTMINSTER - NEWPORT BEACH,,Huntington Beach,CA,92648,7146555962,"9AM - 10PM, FRI & SAT UNTIL MIDNIGHT FOR REGULARS",admin@greenblossom.net,http://www.greenblossom.net,,Yes,Yes,33.6781963,-118.0127534,Orange
Nature's Executive Outreach-OC DELIVERY - Offering New Patient Specials,,Huntington Beach,CA,92648,7148584372,10AM-8PM,cat@naturesexecutiveoutreach.com,http://www.naturesexecutiveoutreach.com,,,"Nature's Executive Outreach-OC Delivery                        
                        Yes",33.6781963,-118.0127534,Orange
Blazin Deliveries - $50 CAP ON ALL 4 GRAM EIGHTS-FREE JAR FOR NEW PATIENTS,,Costa Mesa,CA,92626,7144217245,Mon-Sun 12pm-Midnight,Hawkeyeavatar@live.com,http://www.blazindeliveries.com,,,"OC's Blazin Deliveries                        
                        Yes",33.6834142,-117.9073244,Orange
OC Weed Machine,,Costa Mesa,CA,92626,7149166789,1pm - 10pm 7 DAYS,,http://ocweedmachine.com,,Yes,Yes,33.6834142,-117.9073244,Orange
A Kind Delivery Service,,Huntington Beach,CA,92646,7146002894,1pm to 10pm:  7 days a week,,http://americancollective.com,,Yes,"The Kind Delivery Service                         
                        Yes",33.6690798,-117.9659037,Orange
1st Time Patients:BUY ONE 1/8 GET ONE FREE:Weekend Walk-In,newport blvd & 17th street,Costa Mesa,CA,92627,7145994064,2pm to 8pm : FRI-SAT-SUN-MON,,,Yes,Yes,Yes,33.6362984,-117.9219548,Orange
LiveWell,440 Fair Dr,Costa Mesa,CA,92626,7145490211,11am-8pm,office@livewelloc.com,,Yes,,,33.664237,-117.918135,Orange
Costa Mesa oc collective services,522 W 19th St,Costa Mesa,CA,92627,7149070397,10am to 9:00pm,,,Yes,,,33.643858,-117.920132,Orange
Sea and Sand Collective (SSC) - Sunset Beach,17191 Pacific Coast Hwy,Huntington Beach,CA,92649,5623706734,Mon. - Fri. 11:00AM - 8:00PM Sat. - Sun. 11:00AM - 5:00PM,,,Yes,,,33.712411,-118.064342,Orange
215DELIVERIES.COM - Orange County,,Newport Beach,CA,92663,7142924202,"10am-10pm, 7 Days a Week",215deliveries@gmail.com,http://www.215deliveries.com/,,,"215Deliveries.com - Orange County                        
                        Yes",33.6186912,-117.9190418,Orange
GREEN BLOSSOM - WEST - HB - WESTMINSTER - GARDEN GROVE - IRVINE - SUNSET BEACH - SEAL BEACH - OC,,Huntington Beach,CA,92647,7146555962,9AM - 10PM DAILY; FRI & SAT UNTIL MIDNITE FOR REGULARS,ADMIN@GREENBLOSSOM.NET,http://WWW.GREENBLOSSOM.NET,,Yes,Yes,33.7222674,-118.0010421,Orange
Nature's Executive Outreach-OC DELIVERY,,Huntington Beach,CA,92648,7148584372,10AM-8PM,cat@naturesexecutiveoutreach.com,http://www.naturesexecutiveoutreach.com,,Yes,Yes,33.6781963,-118.0127534,Orange
West County Patient Collective Association,16722 Pacific Coast Hwy,Huntington Beach,CA,92649,8772372005,,,,,,,33.7192886,-118.0717671,Orange
Sunset Beach Patients Association,16837 Pacific Coast Hwy,Huntington Beach,CA,92649,,COMING SOON!,,,Yes,Yes,,33.717459,-118.070097,Orange
Ocean Beach Collective,4852 Voltaire St,San Diego,CA,92107,6192263300,Sun. 10-6   Mon-Sat. 10-8,,,,,,32.750644,-117.243876,San Diego
Cloud 9 Co-op The Only Shop With The CLOUD 9 KUSH~,5029 W Point Loma Blvd,San Diego,CA,92107,6192259128,9am-9pm everyday!,cloud9coop@gmail.com,http://www.cloud9medical.org,Yes,Yes,,32.75354,-117.246087,San Diego
$55 CAP! green light  $30 to 40 1/8 Specials!  GREEN LIGHT COLLECTIVE,4967 Newport Ave,San Diego,CA,92107,6194080198,Monday to Saturday 10am to 8  Sunday 12pm to 8pm,,,,,,32.7464115,-117.2505941,San Diego
New Earth Beginnings,4905 Savannah St,San Diego,CA,92110,6192761008,Mon-Sat. 12-8,info@newearthbeginnings.com,http://newearthbeginnings.com,,,,32.7714746,-117.2024449,San Diego
Green Gardens Patients Association *FREE GRAM FIRST 3 VISITS*,1251 Rosecrans St,San Diego,CA,92106,6192210155,10am - 10pm  Everyday,info@greengardens.org,http://www.greengardens.org,Yes,Yes,,32.7232861,-117.2303055,San Diego
Wisdom Organics,5423 Linda Vista Rd,San Diego,CA,92110,6192720240,Mon-Sat 11-9 Sunday 12-4,,,,,,32.7674329,-117.194728,San Diego
Canna Collective: The Cultivators Collective...,Ocean Beach,Ocean Beach,CA,92107,6195231974,Appointment Only,,,Yes,,,32.74444,-117.251958,San Diego
OCEAN BEACH MENDICA COLLECTIVE $55 CAP ALL THE TIME,4976 Newport Ave,San Diego,CA,92107,6197645464,10am-8pm mon-sat sun10am-7pm,ob.mendica@gmail.com,,,,,32.746818,-117.250379,San Diego
San Diego Holistic Healing**SUNDAY SPECIAL-$5 OFF PER EIGHTH (MAX 2)**,5544 La Jolla Blvd,La Jolla,CA,92037,8584123105,MON-SAT... 10AM-9PM                SUN....10AM-7PM,sandiegoholistichealing@gmail.com,http://legalmarijuanadispensary.com/index.php?option=com_content&view=article&catid=140:pacific-beach-cannabis-clubs&id=2336:san-diego-holistic-healing-&Itemid=118,Yes,Yes,,32.813118,-117.269332,San Diego
High Tide Caregivers Co-Op  ***SONOMA KUSH IS BACK***,6902 La Jolla Blvd,San Diego,CA,92037,8587299927,"11:00AM-8PM M-SAT, SUN 11-6",hightidecaregivers@gmail.com,,Yes,,,32.8320533,-117.276684,San Diego
Forty Two Caregivers,861 Hornblend St,San Diego,CA,92109,8582709900,Hours 10a-9p daily      CLOSED FOR LUNCH 1:30PM-2:30PM,fortytwo420@gmail.com,,Yes,Yes,,32.7959205,-117.25388,San Diego
Green Kross Co-Operative...NEW 55 1/8 CAP!!!,3415 Mission Blvd,San Diego,CA,92109,8584125944,10-10 daily,thegreenkross@gmail.com,http://greenkrosscoop.com,,,,32.776566,-117.252191,San Diego
San Diego Organic Wellness Association -Free Joint Sunday!-,1150 Garnet Ave,San Diego,CA,92109,8587502401,10:30am - 9:00pm Mon - Sun,sdowa420@gmail.com,http://www.sandiegoorganicwellnessassociation.org,,,,32.7980404,-117.248855,San Diego
Gourmet Green Room. OG KUSH $50 1/8th ALL DAY!!,5121 Santa Fe St,San Diego,CA,92109,8582739300,9am to 9pm,ggrpacificbeach@gmail.com,,,Yes,,32.8187775,-117.2251649,San Diego
SOCAL AMC $35 TOP SHELF CAP,1940 Garnet Ave,San Diego,CA,92109,7607165266,OPEN TUE-SAT 12PM-9PM CLOSED SUN MON,SOCALAMC@GMAIL.COM,,Yes,Yes,,32.801491,-117.234465,San Diego
GRAND ORGANICS COOPERATIVE $50caps,4502 Cass St,San Diego,CA,92109,8584909222,EVERYDAY 10:00 - 8:00,grandorganics@gmail.com,http://www.GrandOrganics.Org,Yes,,,32.7976374,-117.2520581,San Diego
La Jolla Medicinal Cooperative,737 Pearl St,San Diego,CA,92037,8584590116,Mon-Sat 11:00 a.m.-9:00 p.m.,coop@lajollamc.org,http://www.LaJollamc.org,Yes,,,32.8397729,-117.2755569,San Diego
Fresh Selection Cooperative,841 Turquoise St,San Diego,CA,92109,8587464207,Mon-Sat. 10am-9pm  11am-7pm Sun,getyourmeds@freshselection.org,,Yes,,,32.8086897,-117.2583389,San Diego
DONATE 110 GET A HALF EIGHTH!!!  DONATE 175 GET A FULL EIGHTH!!!  DONATE 300 GET 5.7G!!!! DONATE 350,2950 Garnet Ave,San Diego,CA,92109,8582724377,10AM-8PM,INFO@PURPLEHOLISTICGARDENS.COM,HTTP://PURPLEHOLISTICGARDENS.COM,Yes,Yes,,32.8064798,-117.2175071,San Diego
Sons of Beaches 420 Collective  3841 Mission Blvd San Diego 858-488-9420 open 11am - 7pm daily,3841 Mission Blvd,San Diego,CA,92109,8584889420,11 am - 7 pm Mon-Sat; 11 - 6 pm Sun,info@sonsofbeaches.org,http://sonsofbeaches.org/,,Yes,,32.7852652,-117.2529825,San Diego
La Playa Collective,1571 La Playa Ave,San Diego,CA,92109,8582245580,8-Nov,laplayacollective@gmail.com,,Yes,,,32.788542,-117.237828,San Diego
Pacific Beach Collective,929 Turquoise St,San Diego,CA,92109,8584884047,Mon-Sat  10 a.m. to 10 p.m.  Sundays 10 a.m. - 7 p.m.,,,,Yes,,32.8091325,-117.2567822,San Diego
PACIFIC BEACH 420 CARE CENTER,2705 Garnet Ave,San Diego,CA,92109,8582700420,11am-9pm Mon-Sat,info@pb420.com,,,,,32.8054984,-117.2209096,San Diego
AGAPE COLLECTIVE,1421 Garnet Ave,San Diego,CA,92109,8582724372,"OPEN EVERYDAY...PLEASE CALL FOR HOURS OF OPERATION,OUR FRIENDLY STAFF IS AWAITING YOUR CALL!",agapecollective@gmail.com,,Yes,,,32.7990675,-117.2440212,San Diego
Pacific Beach Medical CO-OP,4676 Cass St,San Diego,CA,92109,8585813265,Monday-Saturday 11:00am-8:00pm,pacificbeachmedicalco-op@gmail.com,,,,,32.7997131,-117.2525726,San Diego
Co-op / Coopperative,4655 Mission Blvd,San Diego,CA,92109,6192063359,10-8pm,mattgreen1@cox.net,http://www.docgreensfarmacy.com,Yes,,,32.7987514,-117.2560233,San Diego
Farm Associated Collective *** Patient Appreciation Everyday***,6070 Mt. Alifan Dr. # 202 (Behind Coco's & Next Door to Veteran Real Estate),San Diego,CA,92111,6194814111,M-Th: 10a-8p F: 10a-9p Sa: 10a-8p Su: 11a-7p,420hero@gmail.com,,Yes,,,32.8020115,-117.1676501,San Diego
COLLECTIVELY SPEAKING - SUNDAY FUN DAY! OZSPECIALS!! FREE 8TH WITH $100 DONATION!!!,5125 Convoy St,San Diego,CA,92111,8585732773,11am - 9 pm,collectivelysd@gmail.com,,Yes,Yes,,32.835029,-117.152056,San Diego
San Diego Green Care Collective,4488 Convoy St,San Diego,CA,92111,8582788488,"Mon-Sat.10am-10pm,     Sun.11am - 8pm",sdgcare@gmail.com,http://legalmarijuanadispensary.com/index.php?option=com_content&view=article&catid=121:north-san-diego-cannabis-clubs&id=2157:san-diego-green-care-collective&Itemid=118,Yes,,,32.821381,-117.15549,San Diego
Green Joy- GREAT DAILY SPECIALS!!,4633 Convoy St,San Diego,CA,92111,8582684488,10 A.M- 10 P.M,greenjoysd@yahoo.com,http://comingsoon.com,,,,32.824728,-117.154563,San Diego
Earth Medical Collective INC. (EMC),7933 Balboa Ave,San Diego,CA,92111,8582771088,Mon-Sat: 10am-9pm Sun: 10am-8pm,www.earthmedicalcollective@gmail.com,http://www.earthmedicalcollective.com,Yes,Yes,,32.8217088,-117.152423,San Diego
San Diego Sincere (SDS),7750 Dagget St. #203 (Upstairs),San Diego,CA,92111,8585651053,10am-9pm,info@sandiegosincere.com,http://www.sandiegosincere.com,Yes,,,32.8020115,-117.1676501,San Diego
"Platinum Rx,  $45 CAP for all new Patients! Platinum Lights Oz for $315! Mendo Madness Oz $210",6631 Convoy Ct,San Diego,CA,92117,8585717630,"Monday - Thursday 10am - 10pm, Friday 12pm-12am, Saturday 12pm-12am, Sunday 12-7pm",platinumrx420@att.net,,Yes,Yes,,32.8346592,-117.1680129,San Diego
"Baked, Inc.",7990 Dagget St,San Diego,CA,92111,6194883068,10 AM- 9 PM,bakedinc@hotmail.com,http://bakedinc.com,Yes,,,32.824121,-117.150855,San Diego
Frosty Farms Cooperative,8865 Balboa Ave,San Diego,CA,92123,8582798300,"12-8pm Tue - Sun, Closed Mondays",frostyfarmsinc@gmail.com,,Yes,Yes,,32.819842,-117.137571,San Diego
California Care Collective,"8340 Clairemont Mesa Blvd (Unit 213, UPSTAIRS)",San Diego,CA,92111,8587681347,"Mon - Friday 11-9, Sat 12-9, SUN CLOSED",calicarecollective@yahoo.com,,Yes,,,32.8020115,-117.1676501,San Diego
Green Tree Solutions (GTS),8055 Clairemont Mesa Blvd,San Diego,CA,92111,8582782128,11am-11pm MON-SAT;11-8PM SUN,,,Yes,,,32.832702,-117.1499484,San Diego
Nature's Rx Dispensary,3538 Ashford St,San Diego,CA,92111,8584950420,Mon-Sat 12am - 9pm,naturesrxdispensary@hotmail.com,,,,,32.8085085,-117.1599632,San Diego
Wellness,6937 Linda Vista Rd,San Diego,CA,92111,8583092309,9am - 5pm,wellnesscentercollective@yahoo.com,,Yes,,,32.7851814,-117.1708175,San Diego
